date,date_start,date_end,date_middle,sample_size,party,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Solidarity/PBP,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.02,0,0.03,0.02,0,0.01,0.02,0.01,0.03,0.01,0
2017-10-15,2017-10-02,2017-10-10,2017-10-06,915,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Fianna Fáil,0.31,0.32,0.31,0.23,0.27,0.4,0.29,0.35,0.29,0.19,0.38,0.37,0.35,0.27,0.38,0.3,0.31,0.33
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Fine Gael,0.34,0.32,0.37,0.27,0.35,0.37,0.41,0.26,0.47,0.41,0.32,0.32,0.29,0.34,0.35,0.4,0.33,0.31
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Green Party,0.02,0.03,0.01,0.02,0.03,0.01,0.03,0.01,0,0.07,0,0.01,0,0.03,0,0.02,0.02,0.02
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Independent Alliance,0.03,0.03,0.04,0.04,0.03,0.03,0.02,0.04,0.06,0.03,0.05,0.02,0.05,0.03,0.03,0.05,0.04,0.02
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Labour,0.03,0.03,0.04,0.02,0.04,0.03,0.04,0.03,0,0.06,0.03,0.03,0,0.05,0.01,0.01,0.04,0.04
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Other Independent Candidate,0.08,0.06,0.11,0.07,0.12,0.06,0.09,0.08,0.09,0.05,0.08,0.1,0.11,0.07,0.11,0.07,0.05,0.13
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,RENUA,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Sinn Féin,0.14,0.16,0.11,0.29,0.12,0.08,0.09,0.19,0.09,0.11,0.12,0.15,0.18,0.15,0.11,0.15,0.15,0.11
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Social Democrats,0.01,0.02,0,0.03,0.01,0,0.02,0,0,0.01,0.03,0,0,0.02,0,0.01,0.01,0.01
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Socialist Party,0.01,0,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0,0,0.02,0.01,0,0,0.01,0.01
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Solidarity/PBP,0.02,0.02,0.01,0.03,0.02,0.01,0.01,0.03,0,0.05,0,0,0,0.03,0,0,0.03,0.01
2017-11-12,2017-10-26,2017-11-07,2017-11-01,919,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Fianna Fáil,0.26,0.25,0.26,0.23,0.23,0.3,0.2,0.31,0.25,0.14,0.31,0.32,0.27,0.22,0.33,0.33,0.24,0.23
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Fine Gael,0.34,0.29,0.38,0.24,0.31,0.42,0.39,0.25,0.54,0.38,0.28,0.33,0.36,0.33,0.35,0.33,0.36,0.29
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Green Party,0.02,0.03,0.01,0.03,0.04,0,0.05,0,0,0.06,0.01,0,0.03,0.03,0.01,0.02,0.03,0.01
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Independent Alliance,0.04,0.05,0.03,0.08,0.04,0.01,0.05,0.03,0.04,0.06,0.05,0.03,0,0.06,0.01,0.05,0.03,0.05
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Labour,0.05,0.04,0.06,0.04,0.08,0.03,0.06,0.06,0,0.08,0.08,0.02,0.03,0.06,0.03,0.05,0.04,0.08
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Other Independent Candidate,0.08,0.06,0.1,0.06,0.11,0.06,0.08,0.08,0.06,0.04,0.12,0.07,0.11,0.08,0.08,0.05,0.06,0.12
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Sinn Féin,0.17,0.21,0.12,0.26,0.15,0.13,0.13,0.21,0.11,0.15,0.13,0.2,0.18,0.17,0.16,0.17,0.17,0.15
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Social Democrats,0.02,0.04,0.01,0.05,0.03,0.01,0.03,0.02,0,0.04,0.02,0.01,0.02,0.03,0.02,0,0.03,0.03
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Socialist Party,0,0,0,0,0.01,0,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0.01,0
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Solidarity/PBP,0.02,0.03,0.01,0,0.02,0.03,0.02,0.03,0,0.05,0.01,0,0.01,0.02,0.01,0,0.02,0.03
2017-12-24,2017-12-11,2017-12-19,2017-12-15,913,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Fianna Fáil,0.26,0.26,0.26,0.18,0.24,0.34,0.25,0.28,0.25,0.21,0.23,0.33,0.3,0.27,0.25,0.26,0.26,0.27
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Fine Gael,0.31,0.3,0.33,0.31,0.31,0.32,0.36,0.26,0.45,0.38,0.32,0.28,0.26,0.28,0.37,0.35,0.31,0.3
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Green Party,0.02,0.01,0.02,0.01,0.02,0.02,0.03,0.01,0,0.04,0.02,0,0.01,0.03,0,0.02,0.02,0.02
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Independent Alliance,0.04,0.05,0.04,0.04,0.05,0.03,0.05,0.04,0,0.04,0.05,0.03,0.05,0.04,0.05,0.08,0.03,0.03
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Labour,0.06,0.06,0.06,0.06,0.06,0.05,0.05,0.06,0.04,0.08,0.09,0.03,0.01,0.06,0.05,0.06,0.04,0.07
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Other Independent Candidate,0.09,0.1,0.08,0.1,0.11,0.05,0.07,0.09,0.16,0.04,0.06,0.11,0.15,0.05,0.14,0.07,0.05,0.14
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Sinn Féin,0.18,0.19,0.17,0.24,0.18,0.15,0.13,0.24,0.1,0.13,0.19,0.21,0.19,0.2,0.14,0.11,0.22,0.17
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Social Democrats,0.01,0,0.01,0.02,0,0,0.01,0,0,0.01,0.02,0,0,0.01,0,0,0.01,0
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Solidarity/PBP,0.02,0.03,0.02,0.04,0.02,0.03,0.03,0.02,0,0.05,0.02,0,0.03,0.04,0,0.03,0.04,0.01
2018-01-16,2018-01-04,2018-01-16,2018-01-10,920,Workers Party,0.01,0,0.01,0,0.01,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.02,0.01,0
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Fianna Fáil,0.25,0.27,0.23,0.24,0.22,0.28,0.25,0.26,0.2,0.17,0.27,0.31,0.27,0.22,0.29,0.24,0.29,0.2
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Fine Gael,0.36,0.35,0.36,0.33,0.32,0.41,0.39,0.29,0.57,0.41,0.34,0.33,0.34,0.35,0.37,0.37,0.41,0.29
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Green Party,0.01,0.01,0.02,0.01,0.02,0.01,0.03,0,0,0.03,0.01,0.01,0,0.02,0.01,0.01,0.01,0.02
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Independent Alliance,0.04,0.04,0.04,0.02,0.06,0.04,0.05,0.03,0.03,0.1,0.03,0.01,0.01,0.06,0.02,0.06,0.05,0.03
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Labour,0.05,0.03,0.07,0.05,0.06,0.04,0.06,0.04,0.02,0.07,0.05,0.06,0,0.06,0.04,0.04,0.05,0.05
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Other Independent Candidate,0.09,0.08,0.1,0.07,0.09,0.11,0.07,0.11,0.06,0.02,0.09,0.12,0.18,0.09,0.09,0.13,0.05,0.12
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,RENUA,0,0,0.01,0,0,0.01,0.01,0,0,0,0.01,0,0.02,0,0.01,0,0.01,0
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Sinn Féin,0.16,0.19,0.12,0.23,0.18,0.1,0.1,0.23,0.05,0.15,0.17,0.15,0.17,0.17,0.14,0.14,0.11,0.24
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Social Democrats,0.01,0,0.01,0.01,0,0,0.01,0,0,0.02,0,0,0,0.01,0,0,0.01,0.01
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Solidarity/PBP,0.03,0.03,0.03,0.04,0.05,0.01,0.02,0.03,0.06,0.04,0.03,0.01,0.03,0.03,0.03,0.02,0.02,0.04
2018-02-13,2018-02-01,2018-02-13,2018-02-07,926,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Fianna Fáil,0.27,0.29,0.24,0.3,0.22,0.29,0.27,0.25,0.38,0.22,0.28,0.28,0.32,0.25,0.29,0.3,0.32,0.2
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Fine Gael,0.32,0.35,0.29,0.32,0.29,0.35,0.37,0.26,0.47,0.4,0.24,0.37,0.23,0.32,0.32,0.39,0.3,0.3
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Green Party,0.02,0.02,0.02,0.02,0.03,0.01,0.03,0.02,0,0.03,0.02,0.01,0.02,0.02,0.02,0.01,0.02,0.03
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Independent Alliance,0.03,0.01,0.05,0,0.05,0.03,0.03,0.03,0.07,0.03,0.03,0.01,0.04,0.04,0.02,0.06,0.02,0.02
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Labour,0.06,0.05,0.07,0.06,0.06,0.06,0.06,0.07,0,0.09,0.08,0.04,0.01,0.07,0.05,0.03,0.06,0.08
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Other Independent Candidate,0.1,0.06,0.14,0.09,0.1,0.1,0.09,0.11,0.04,0.07,0.11,0.09,0.14,0.11,0.08,0.08,0.07,0.14
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,RENUA,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0.02,0,0,0,0.01,0,0,0.02,0
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Sinn Féin,0.19,0.2,0.17,0.21,0.23,0.14,0.15,0.24,0.05,0.13,0.25,0.17,0.24,0.17,0.22,0.12,0.19,0.23
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Social Democrats,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Solidarity/PBP,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0.02,0,0.01,0,0.01,0,0.01,0.01,0.01
2018-03-13,2018-03-06,2018-03-13,2018-03-09,900,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Fianna Fáil,0.25,0.24,0.26,0.19,0.18,0.35,0.19,0.29,0.34,0.14,0.3,0.26,0.35,0.2,0.35,0.38,0.24,0.2
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Fine Gael,0.33,0.35,0.32,0.31,0.34,0.34,0.41,0.25,0.47,0.42,0.32,0.32,0.23,0.37,0.26,0.31,0.34,0.33
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Green Party,0.02,0.02,0.02,0.03,0.02,0.01,0.03,0,0,0.03,0.02,0,0.02,0.02,0.01,0.02,0.02,0
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Independent Alliance,0.02,0.02,0.03,0.05,0.02,0.01,0.03,0.02,0,0.02,0.03,0.04,0,0.04,0,0.01,0.04,0.01
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Labour,0.06,0.07,0.06,0.04,0.07,0.07,0.04,0.08,0.06,0.11,0.05,0.05,0.03,0.07,0.05,0.05,0.07,0.05
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Other Independent Candidate,0.08,0.09,0.07,0.06,0.09,0.08,0.08,0.08,0.07,0.03,0.07,0.09,0.15,0.05,0.13,0.03,0.07,0.12
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,RENUA,0.01,0.01,0,0,0,0.01,0.01,0,0,0.01,0,0,0,0.01,0,0.01,0.01,0
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Sinn Féin,0.21,0.19,0.22,0.3,0.24,0.12,0.17,0.26,0.06,0.19,0.2,0.24,0.19,0.22,0.19,0.2,0.18,0.24
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Social Democrats,0.01,0.01,0.01,0,0.01,0,0.01,0,0,0.01,0.01,0,0.01,0.01,0,0,0.01,0.01
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Socialist Party,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0.01,0,0.01,0,0,0.01
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Solidarity/PBP,0.01,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0,0.04,0,0,0.01,0.02,0,0,0.01,0.02
2018-04-19,2018-04-05,2018-04-17,2018-04-11,928,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Fianna Fáil,0.23,0.2,0.27,0.22,0.18,0.3,0.23,0.22,0.34,0.16,0.28,0.24,0.27,0.2,0.29,0.3,0.22,0.21
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Fine Gael,0.3,0.3,0.31,0.3,0.27,0.33,0.35,0.23,0.45,0.34,0.34,0.3,0.19,0.3,0.3,0.29,0.32,0.28
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Green Party,0.02,0.03,0.02,0.03,0.02,0.02,0.02,0.03,0,0.04,0.01,0.01,0.03,0.03,0.02,0,0.04,0.02
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Independent Alliance,0.03,0.02,0.03,0.03,0.05,0,0.02,0.03,0,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.04,0.02
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Labour,0.04,0.05,0.04,0.01,0.04,0.07,0.04,0.06,0,0.07,0.03,0.05,0.02,0.05,0.02,0.03,0.06,0.03
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Other Independent Candidate,0.1,0.09,0.11,0.1,0.13,0.07,0.12,0.08,0.11,0.04,0.11,0.1,0.17,0.09,0.12,0.07,0.05,0.18
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Sinn Féin,0.24,0.28,0.2,0.28,0.27,0.18,0.19,0.32,0.07,0.26,0.18,0.28,0.24,0.27,0.2,0.27,0.21,0.26
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Social Democrats,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0,0.02,0.02,0.01,0,0.02,0.01,0.01,0.02,0.02,0
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Socialist Party,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Solidarity/PBP,0.02,0.03,0,0.02,0.01,0.02,0.02,0.02,0,0.02,0.01,0,0.04,0.01,0.02,0.01,0.03,0
2018-05-15,2018-05-03,2018-05-15,2018-05-09,935,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Fianna Fáil,0.24,0.21,0.27,0.18,0.22,0.29,0.21,0.27,0.21,0.15,0.21,0.31,0.3,0.22,0.27,0.25,0.27,0.19
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Fine Gael,0.31,0.36,0.26,0.25,0.33,0.34,0.36,0.24,0.54,0.34,0.35,0.32,0.21,0.3,0.33,0.35,0.29,0.31
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Green Party,0.02,0.02,0.03,0.03,0.03,0.01,0.02,0.02,0,0.06,0.01,0.01,0,0.03,0.01,0,0.01,0.05
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Independent Alliance,0.03,0.04,0.02,0.03,0.04,0.02,0.04,0.03,0,0.03,0.02,0.02,0.06,0.03,0.04,0.06,0.02,0.02
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Labour,0.04,0.04,0.04,0.02,0.04,0.06,0.04,0.04,0,0.06,0.05,0.02,0.01,0.05,0.02,0.04,0.04,0.03
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Other Independent Candidate,0.09,0.06,0.12,0.07,0.09,0.09,0.09,0.08,0.1,0.04,0.09,0.1,0.12,0.08,0.1,0.03,0.06,0.16
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Sinn Féin,0.24,0.25,0.23,0.39,0.21,0.17,0.22,0.27,0.12,0.27,0.25,0.19,0.24,0.26,0.21,0.27,0.24,0.21
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Social Democrats,0.01,0,0.02,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0,0.02,0
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Solidarity/PBP,0.02,0.03,0.02,0.03,0.03,0.01,0.02,0.03,0.03,0.04,0,0.01,0.05,0.02,0.02,0.01,0.04,0.01
2018-06-12,2018-05-31,2018-06-12,2018-06-06,931,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Fianna Fáil,0.21,0.2,0.21,0.15,0.16,0.29,0.16,0.23,0.37,0.17,0.19,0.19,0.3,0.18,0.25,0.24,0.25,0.13
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Fine Gael,0.34,0.32,0.36,0.34,0.36,0.32,0.41,0.28,0.39,0.38,0.35,0.31,0.31,0.34,0.35,0.4,0.3,0.36
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Green Party,0.02,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0,0.02,0.02,0.02,0.03,0.03,0.01,0,0.03,0.03
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Independent Alliance,0.04,0.04,0.05,0.03,0.08,0.02,0.05,0.04,0.03,0.04,0.03,0.03,0.09,0.04,0.04,0.05,0.05,0.03
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Labour,0.03,0.02,0.05,0.02,0.05,0.03,0.05,0.03,0,0.05,0.03,0.03,0.02,0.04,0.02,0.01,0.03,0.05
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Other Independent Candidate,0.1,0.1,0.1,0.07,0.1,0.11,0.1,0.1,0.07,0.04,0.11,0.16,0.1,0.09,0.11,0.07,0.08,0.14
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Sinn Féin,0.22,0.25,0.19,0.28,0.22,0.19,0.18,0.28,0.15,0.22,0.27,0.23,0.15,0.24,0.2,0.2,0.23,0.23
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Social Democrats,0.01,0.02,0,0.04,0,0,0.02,0.01,0,0.02,0,0.02,0,0.01,0.01,0.02,0,0.01
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Socialist Party,0,0,0,0.02,0,0,0,0.01,0,0.02,0,0,0,0.01,0,0,0.01,0
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Solidarity/PBP,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.03,0,0,0,0.02,0,0,0.02,0
2018-07-17,2018-07-05,2018-07-17,2018-07-11,931,Workers Party,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0.01
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Fianna Fáil,0.25,0.26,0.24,0.18,0.21,0.33,0.25,0.24,0.27,0.19,0.29,0.26,0.29,0.22,0.31,0.32,0.25,0.21
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Fine Gael,0.32,0.34,0.31,0.32,0.33,0.32,0.35,0.28,0.51,0.31,0.33,0.29,0.39,0.31,0.35,0.4,0.32,0.29
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Green Party,0.03,0.03,0.02,0.04,0.03,0.02,0.02,0.03,0,0.06,0,0.01,0.05,0.03,0.03,0.01,0.04,0.02
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Independent Alliance,0.04,0.03,0.05,0.03,0.04,0.04,0.04,0.03,0.09,0.07,0.01,0.01,0.06,0.05,0.02,0.04,0.03,0.05
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Labour,0.05,0.05,0.05,0.04,0.06,0.06,0.07,0.05,0,0.06,0.07,0.06,0.01,0.06,0.04,0.04,0.04,0.07
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Other Independent Candidate,0.08,0.07,0.09,0.08,0.09,0.06,0.07,0.08,0.08,0.05,0.1,0.12,0.03,0.08,0.07,0.06,0.05,0.12
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,RENUA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Sinn Féin,0.2,0.2,0.21,0.27,0.22,0.15,0.17,0.26,0.05,0.23,0.2,0.21,0.16,0.21,0.18,0.13,0.23,0.22
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Social Democrats,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Socialist Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Solidarity/PBP,0.03,0.03,0.02,0.04,0.02,0.02,0.03,0.03,0,0.05,0.01,0.03,0.01,0.04,0,0,0.04,0.03
2018-09-18,2018-09-06,2018-09-18,2018-09-12,940,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Fianna Fáil,0.27,0.29,0.25,0.19,0.27,0.33,0.19,0.34,0.34,0.19,0.34,0.29,0.29,0.25,0.32,0.29,0.29,0.24
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Fine Gael,0.31,0.31,0.31,0.28,0.31,0.33,0.39,0.21,0.47,0.37,0.26,0.3,0.31,0.31,0.3,0.32,0.33,0.27
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Green Party,0.02,0.01,0.04,0.04,0.02,0.01,0.04,0.02,0,0.05,0.02,0.01,0.01,0.03,0.01,0.02,0.03,0.02
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Independent Alliance,0.02,0.01,0.03,0.03,0.02,0.02,0.01,0.03,0.05,0.01,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Labour,0.06,0.06,0.06,0.04,0.07,0.06,0.09,0.03,0,0.12,0.08,0,0.01,0.08,0.01,0.07,0.04,0.07
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Other Independent Candidate,0.09,0.1,0.08,0.04,0.12,0.1,0.1,0.09,0.09,0.03,0.06,0.17,0.13,0.08,0.12,0.08,0.07,0.13
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,RENUA,0,0.01,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Sinn Féin,0.19,0.19,0.2,0.31,0.18,0.14,0.15,0.25,0.06,0.19,0.16,0.21,0.2,0.2,0.18,0.17,0.19,0.21
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Social Democrats,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0.01,0,0,0.01,0,0.01
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Socialist Party,0,0,0.01,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Solidarity/PBP,0.02,0.02,0.03,0.05,0.02,0.01,0.02,0.03,0,0.02,0.05,0.01,0.02,0.01,0.04,0,0.03,0.03
2018-10-16,2018-10-05,2018-10-16,2018-10-10,940,Workers Party,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Fianna Fáil,0.27,0.27,0.27,0.25,0.19,0.36,0.22,0.3,0.39,0.16,0.29,0.32,0.35,0.24,0.34,0.34,0.28,0.22
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Fine Gael,0.3,0.29,0.31,0.24,0.31,0.32,0.32,0.27,0.37,0.34,0.31,0.26,0.26,0.3,0.28,0.27,0.31,0.3
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Green Party,0.01,0.02,0,0,0.01,0.02,0.02,0,0.02,0,0.01,0.02,0,0.01,0,0.02,0.01,0
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Independent Alliance,0.01,0.02,0,0.01,0.02,0,0.02,0.01,0,0.02,0.01,0.01,0,0.02,0,0.02,0.02,0
2018-11-13,2018-11-01,2018-11-13,2018-11-07,905,Labour,0.06,0.04,0.07,0.05,0.06,0.06,0.08,0.05,0,0.12,0.06,0.03,0.01,0.07,0.03,0.06,0.05,0.07
