date,date_start,date_end,date_middle,sample_size,satisfaction_government,total,male,female,age_18_34,age_35_54,age_55,class_abc1,class_c2de,class_f,region_dublin,region_leinster,region_munster,region_connacht_ulster,area_urban,area_rural,const_seats_3,const_seats_4,const_seats_5,voting_vote,voting_prob_vote,voting_undecided,voting_not_vote,future_fianna_fail,future_fine_gael,future_labour,future_greens,future_sinn_fein,future_ind_oth,future_dont_know,past_fianna_fail,past_fine_gael,past_labour,past_greens,past_sinn_fein,past_ind_oth,past_dont_know
2023-01-22,2023-01-05,2023-01-17,2023-01-11,936,No opinion,293,147,146,86,126,81,123,158,12,108,70,78,37,206,87,39,135,120,223,48,19,39,28,26,24,8,60,28,119,23,30,27,9,66,33,106
2023-02-19,2023-02-02,2023-02-14,2023-02-08,921,Satisfied,1445,686,760,337,512,596,699,599,148,402,420,383,240,911,534,276,711,458,1323,187,64,27,380,434,75,41,153,72,291,328,454,56,39,162,62,343
2023-02-19,2023-02-02,2023-02-14,2023-02-08,921,Dissatisfied,1830,910,920,456,764,610,781,976,73,556,486,465,323,1196,634,218,726,886,1610,348,145,75,153,148,53,73,733,205,464,267,246,46,89,627,159,395
2023-02-19,2023-02-02,2023-02-14,2023-02-08,921,No opinion,264,105,159,92,106,66,133,132,0,68,46,96,53,197,68,16,144,104,156,43,30,43,30,18,3,4,51,30,128,23,22,3,8,53,28,127
2023-04-09,2023-03-28,2023-04-04,2023-03-31,909,Satisfied,1215,636,579,278,425,512,633,470,112,388,334,318,176,832,383,153,613,449,1143,190,29,39,349,282,35,54,148,83,265,375,278,35,65,138,52,272
2023-04-09,2023-03-28,2023-04-04,2023-03-31,909,Dissatisfied,2092,1004,1088,579,842,671,917,1086,89,583,552,545,412,1347,746,392,825,875,1797,203,71,176,183,94,74,64,827,298,554,274,165,77,58,685,240,593
2023-04-09,2023-03-28,2023-04-04,2023-03-31,909,No opinion,230,80,150,76,54,99,92,119,18,57,44,92,37,164,66,7,158,65,144,42,34,28,20,18,12,0,25,17,136,39,27,2,5,36,22,99
2023-05-14,2023-04-27,2023-05-09,2023-05-03,906,Satisfied,1225,687,538,222,442,561,600,532,93,347,322,335,221,831,394,154,619,452,1164,175,23,18,394,286,37,40,158,68,242,395,326,26,43,112,70,253
2023-05-14,2023-04-27,2023-05-09,2023-05-03,906,Dissatisfied,1924,871,1054,497,793,634,859,973,93,591,533,491,310,1277,647,376,766,782,1637,240,122,129,125,80,52,36,774,279,578,279,195,58,76,634,232,451
2023-05-14,2023-04-27,2023-05-09,2023-05-03,906,No opinion,321,139,183,135,110,76,155,167,0,87,45,99,91,213,106,38,197,86,220,36,36,46,44,22,13,3,50,31,160,58,10,13,13,45,29,154
NA,NA,NA,NA,NA,Satisfied,1388,727,661,311,490,588,650,607,131,413,365,396,213,904,483,234,652,501,1238,210,39,73,362,355,68,61,178,82,282,372,365,58,55,150,78,310
NA,NA,NA,NA,NA,Dissatisfied,1886,892,994,468,796,622,789,1013,84,537,513,444,392,1202,684,260,740,887,1657,322,91,104,147,107,95,62,770,207,498,260,183,60,47,718,187,431
NA,NA,NA,NA,NA,No opinion,316,140,176,150,95,71,167,136,14,92,70,125,29,251,66,47,180,89,236,69,30,37,19,6,NA,22,80,31,158,34,14,5,9,60,30,165
